NumberofFloors,NumberofBuildings,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),LargestPropertyUseTypeGFA,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,BuildingType,Neighborhood,largestUseType_encode,BuildingAge
6.0,1.0,32989.0,0.0,93.0,23.0,991010.0,32980.0,772636.0,476118.0,3.0,1,1,1,28.0
3.0,1.0,25174.0,0.0,34.0,35.29999924,925343.0,25174.0,925343.0,335044.0,3.5,0,1,1,55.0
4.0,1.0,52228.0,0.0,71.0,29.89999962,1598737.0,52228.0,1598737.0,24162.0,6.1,0,1,1,39.0
2.0,1.0,22029.0,0.0,84.8,41.0399995798,667526.8,22029.0,185156.0,681146.0,0.7,1,1,0,95.0
2.0,1.0,38845.0,0.0,16.4,103.24000092,4180405.8,38845.0,2399892.0,1418212.0,9.2,1,1,1,30.0
1.0,1.0,26092.0,0.0,39.0,284.6000061,7486082.0,25946.0,4718782.0,2767300.0,165.1,1,1,1,69.0
1.0,1.0,38582.0,0.0,54.0,64.09999847,2562176.0,38929.0,595133.0,1967040.0,106.7,1,0,1,67.0
4.0,1.0,50649.0,756.0,78.0,33.0,1755448.0,50649.0,1085527.0,669920.0,39.7,0,1,1,16.0
1.0,1.0,25500.0,0.0,50.8,44.37999916,1143926.0,25500.0,1022220.8,178722.0,10.6,1,1,1,55.0
1.0,1.0,41895.0,0.0,49.2,55.33999899800001,2326643.2,36647.2,1140616.2,1260600.0,67.56,1,1,1,61.0
2.0,2.0,56193.0,0.0,84.4,23.89999962,1227396.2,56193.0,1225534.0,263214.0,4.7,1,1,1,64.0
6.0,1.0,66459.0,0.0,96.0,31.60000038,1895684.0,48409.0,1222777.0,672910.0,40.4,1,1,1,20.0
4.0,1.0,35346.0,9611.0,85.0,29.39999962,918242.0,30044.0,918242.0,359206.0,3.5,0,1,1,36.0
4.0,1.0,32753.0,9648.0,56.4,31.29999924,1065841.0,32753.0,1065842.0,359206.0,4.1,0,1,1,31.0
3.0,1.0,35448.0,0.0,67.0,50.70000076,1913135.0,35448.0,282712.0,1630420.0,87.7,1,1,1,100.0
1.0,1.0,29214.0,0.0,67.0,317.0,9098659.0,28251.0,4639481.0,4459180.0,254.6,1,1,1,56.0
3.0,1.0,21176.0,10616.0,87.0,30.79999924,667404.0,21176.0,667404.0,0.0,2.6,0,1,1,42.0
4.0,1.0,19789.0,11065.0,68.0,33.59999847,1062996.0,25288.0,1062996.0,335044.0,4.1,0,1,1,26.0
1.0,1.0,46068.0,43035.0,52.0,266.5,12636030.0,47034.0,6581830.0,6054200.0,346.8,1,1,1,22.0
1.0,1.0,36700.0,0.0,32.6,54.79999924,2167923.0,32076.0,399024.0,1768900.0,95.5,1,1,1,61.0
2.0,1.0,31140.0,0.0,34.4,36.59999847,1245005.0,14840.0,333782.0,911220.0,49.7,1,1,1,112.0
3.0,1.0,41478.0,0.0,4.0,94.69999695,4093014.0,31932.0,1446594.0,2646420.0,146.1,1,1,1,47.0
1.0,1.0,39840.0,0.0,4.0,19.39999962,786837.0,39840.0,786837.0,24162.0,3.0,1,1,1,42.0
4.0,1.0,24828.0,0.0,2.0,138.6999969,3549401.0,24828.0,193342.0,3356060.0,179.0,0,1,1,94.0
4.0,1.0,32776.0,10604.0,86.0,26.39999962,764598.0,27860.0,764598.0,359206.0,2.9,0,1,1,35.0
4.0,1.0,36248.0,0.0,79.0,27.0,1010241.0,36248.0,1010241.0,359206.0,3.9,0,1,1,38.0
4.0,1.0,26347.0,0.0,49.0,33.90000153,917098.0,26347.0,917098.0,335044.0,3.5,0,1,1,37.0
5.0,1.0,53041.0,0.0,94.0,67.5,2140348.0,30720.0,769786.0,1370560.0,75.7,1,1,1,33.0
8.0,1.0,326475.0,121280.0,97.0,32.09999847,10749051.0,282899.0,7269723.0,3479330.0,212.7,1,1,1,13.0
7.0,1.0,52926.0,0.0,29.0,55.0,3013468.0,52926.0,2581962.0,431500.0,32.8,1,1,1,53.0
1.0,1.0,15000.0,15576.0,0.0,89.90000153,1527751.0,15000.0,1029380.0,498370.0,39.1,1,1,1,18.0
6.0,1.0,33850.0,12220.0,98.0,24.29999924,837050.0,33850.0,837050.0,0.0,3.2,1,1,1,23.0
6.0,1.0,23349.0,0.0,97.0,35.90000153,855884.0,23349.0,555030.0,300850.0,18.1,0,1,1,6.0
6.0,1.0,28657.0,12083.0,51.0,53.89999961,1543733.6,24572.0,968495.6,623220.0,7.18,1,1,1,29.0
2.0,1.0,21528.0,0.0,44.6,28.099999810000003,608800.6,21387.2,559137.4,160572.0,4.859999999999999,1,1,1,98.0
2.0,1.0,30000.0,0.0,36.4,80.07999877,2419730.2,29342.4,2253761.8,91962.0,13.939999999999998,1,1,1,94.0
8.0,1.0,243928.0,117799.0,100.0,34.79999924,8242089.0,235255.0,4687685.0,3554400.0,206.8,1,1,1,14.0
5.0,1.0,28879.0,0.0,93.4,37.70000076,947715.0,24070.0,562031.0,385680.0,22.6,1,0,1,19.0
4.0,1.0,20406.0,0.0,55.4,33.90000153,593943.0,14608.0,351225.0,242720.0,14.2,0,0,1,25.0
6.0,1.0,34909.0,0.0,96.0,19.70000076,722092.0,34909.0,722092.0,359206.0,2.8,1,1,1,112.0
6.0,1.0,201656.0,0.0,88.0,23.10000038,3988148.0,152893.0,3988147.0,812878.0,15.3,1,1,1,113.0
4.0,1.0,82486.0,0.0,94.0,35.40000153,2622341.0,52357.0,1269382.0,1352960.0,76.7,0,1,1,15.0
3.0,1.0,45201.0,0.0,66.0,34.0,1570307.0,45201.0,1570308.0,347736.0,6.0,0,1,1,63.0
3.0,1.0,43330.0,0.0,75.0,28.20000076,1249652.0,43330.0,1249652.0,347736.0,4.8,0,1,1,60.0
3.0,1.0,32112.0,0.0,84.0,33.5,1127580.0,32112.0,713584.0,414000.0,24.7,0,0,1,26.0
5.0,1.0,29888.0,0.0,92.0,30.720000076,963940.2,29888.0,726356.0,238350.0,2.8,1,0,1,17.0
4.0,1.0,47647.0,0.0,60.0,30.89999962,1514418.0,47647.0,1514418.0,347736.0,5.8,0,0,1,34.0
10.0,1.0,31152.0,0.0,35.0,15.579999542,511435.0,18393.8,190892.0,431080.0,18.78,2,1,1,30.0
3.0,1.0,23210.0,0.0,87.4,24.79999924,564278.0,21788.0,564278.0,652.0,2.2,0,0,1,38.0
4.0,1.0,27533.0,0.0,55.0,33.20000076,960580.0,27533.0,830582.0,130000.0,10.1,0,1,1,43.0
3.0,1.0,30216.0,0.0,56.0,35.20000076,1096388.0,30216.0,1096388.0,359206.0,4.2,0,1,1,53.0
8.0,1.0,32335.0,3029.0,74.0,57.59999847,1670205.0,23125.0,864412.0,805790.0,46.1,1,1,1,23.0
4.0,1.0,41076.0,0.0,94.0,21.60000038,928627.0,41046.0,928627.0,359206.0,3.6,0,1,1,62.0
4.0,1.0,24948.0,0.0,87.2,26.70000076,695774.0,24948.0,695774.0,335734.0,2.7,0,1,1,62.0
2.0,1.0,30087.0,0.0,32.6,128.6999969,3931931.0,30554.0,3931931.0,359206.0,15.1,1,1,1,80.0
1.0,1.0,40445.0,0.0,19.4,146.480001068,3348864.4,32217.8,626163.0,2732708.0,147.54,1,1,1,47.0
1.0,1.0,23500.0,0.0,59.8,54.7,1522445.0,23500.0,1300331.0,557546.0,5.0,1,1,1,26.0
3.0,1.0,24913.0,0.0,96.0,5.5,139634.0,24913.0,121674.0,17960.0,1.4,1,1,1,119.0
1.0,1.0,22420.0,0.0,53.6,32.600000382000005,767719.8,23067.0,706369.0,61058.0,2.7,1,0,1,55.0
4.0,1.0,23728.0,0.0,90.0,24.5,606475.0,23728.0,606475.0,11470.0,2.3,0,0,1,54.0
4.0,1.0,28880.0,13883.0,83.0,34.90000153,1013079.0,24419.0,1013079.0,11470.0,3.9,0,0,1,15.0
1.0,1.0,25842.0,0.0,59.0,280.1000061,7348287.0,25987.0,3912523.0,3435760.0,197.5,1,0,1,61.0
3.0,1.0,26389.0,0.0,79.0,24.70000076,651849.0,16766.0,651849.0,0.0,2.5,1,0,1,30.0
8.0,1.0,184276.0,66591.0,97.0,28.70000076,6522012.0,219220.0,4193140.0,2328870.0,139.8,1,0,1,5.0
3.0,1.0,25859.0,0.0,80.0,33.5,906564.0,25859.0,621481.0,285080.0,17.5,1,0,1,40.0
1.0,1.0,25600.0,0.0,1.0,48.40000153,1283090.0,20600.0,1077564.0,205530.0,15.0,1,0,1,48.0
1.0,1.0,23169.0,0.0,76.8,22.10000038,225282.0,10200.0,225281.0,0.0,0.9,1,0,1,57.0
4.0,1.0,33385.0,8399.0,85.0,36.09999847,1204078.0,33385.0,1204078.0,359206.0,4.6,1,0,1,14.0
1.0,2.0,56884.0,0.0,60.0,31.20000076,1908389.0,56884.0,597763.0,1310630.0,71.9,1,0,1,62.0
6.0,1.0,34582.0,0.0,43.0,58.79999924,1060355.0,17334.0,1060355.0,359206.0,4.1,1,0,1,22.0
3.0,1.0,15594.0,8241.0,93.0,25.5,621431.0,23835.0,621431.0,0.0,2.4,0,1,1,34.0
3.0,1.0,30716.0,11544.0,75.0,28.10000038,883195.0,30716.0,883195.0,335044.0,3.4,0,0,1,23.0
3.0,1.0,22704.0,0.0,42.2,56.840000532,1341398.0,22704.0,230404.0,1111526.0,0.9,0,0,1,112.0
4.0,1.0,28674.0,0.0,49.8,34.640000533999995,940138.0,26914.6,667744.4,272394.0,17.139999999999997,0,0,1,59.0
3.0,1.0,21240.0,0.0,73.0,26.60000038,597542.0,21240.0,597543.0,11470.0,2.3,0,0,1,60.0
4.0,1.0,115575.0,0.0,77.0,36.20000076,4422839.0,119683.0,2992290.0,1430550.0,87.5,0,0,1,32.0
2.0,1.0,20022.0,0.0,80.0,28.39999962,613713.0,20784.0,613713.0,0.0,2.4,1,0,1,61.0
2.0,1.0,36498.0,0.0,55.0,27.39999962,1057606.0,33403.0,751870.0,305740.0,19.1,1,0,1,62.0
1.0,1.0,35946.0,0.0,60.0,11.69999981,442710.0,35946.0,235285.0,207420.0,11.9,1,0,0,54.0
4.0,1.0,24472.0,5680.0,89.2,30.559999846,748768.6,24124.0,746903.4,1864.0,3.12,1,0,1,15.0
4.0,1.0,22365.0,0.0,74.0,28.10000038,625011.0,21617.0,625012.0,0.0,2.4,1,0,1,43.0
4.0,1.0,30172.0,0.0,91.0,17.60000038,565509.0,30172.0,565509.0,359858.0,2.2,1,0,1,28.0
6.0,1.0,50179.0,25459.0,91.0,29.10000038,1483046.0,50179.0,1483046.0,2762.0,5.7,1,1,1,14.0
3.0,1.0,17395.0,6071.0,91.0,19.20000076,472105.0,17945.0,472105.0,536.0,1.8,0,1,1,34.0
5.0,1.0,24165.0,6034.0,87.0,32.59999847,811841.0,24165.0,811841.0,11470.0,3.1,1,1,1,32.0
4.0,1.0,42500.0,0.0,98.0,8.199999809,361049.0,32500.0,361049.0,359206.0,1.4,1,1,1,95.0
4.0,1.0,23032.0,0.0,57.6,54.5,1201913.0,14448.0,1201913.0,335044.0,4.6,1,1,1,121.0
6.0,1.0,153847.0,43521.0,41.0,46.09999847,7276217.0,144947.0,5452478.0,1823740.0,117.8,1,1,1,14.0
3.0,1.0,40836.0,4914.0,30.6,78.04000091200001,3530873.2,42850.0,1491495.0,2064970.0,5.7,1,1,1,122.0
4.0,1.0,30200.0,0.0,78.4,23.680000306,733365.6,30195.2,729471.0,134016.0,3.12,0,1,1,111.0
2.0,1.0,23500.0,0.0,60.6,45.70000076,1104414.0,15477.0,671653.0,432760.0,25.6,1,1,1,54.0
1.0,1.0,22282.0,0.0,73.0,17.79999924,406026.0,22828.0,330443.0,75580.0,5.3,1,1,1,56.0
2.0,1.0,24000.0,0.0,50.4,24.29999924,606204.0,23192.0,159149.0,447060.0,24.4,1,1,0,120.0
4.0,1.0,32471.0,3529.0,89.0,24.5,827920.0,32471.0,827919.0,359206.0,3.2,0,1,1,58.0
3.0,1.0,27085.0,0.0,29.4,56.720000458,1418254.2,9500.0,942790.0,630878.0,3.6,1,1,1,113.0
4.0,1.0,75154.0,0.0,86.0,24.29999924,1887968.0,75154.0,1750711.0,137260.0,14.0,0,1,1,43.0
3.0,1.0,24156.0,0.0,92.0,25.10000038,531143.0,20475.0,531143.0,0.0,2.0,0,1,1,35.0
3.0,1.0,79963.0,0.0,32.0,28.20000076,2163504.0,73187.0,2163504.0,30364.0,8.3,0,0,1,47.0
3.0,1.0,20448.0,0.0,92.0,21.79999924,462606.0,20448.0,462606.0,0.0,1.8,0,1,1,43.0
3.0,1.0,46439.0,0.0,71.0,32.5,1545224.0,46439.0,1125205.0,420020.0,26.6,0,1,1,28.0
4.0,1.0,43800.0,13893.0,98.0,21.89999962,1283755.0,57693.0,1283755.0,82.0,4.9,0,1,1,34.0
3.0,1.0,26040.0,0.0,70.4,35.29999924,905097.0,24134.0,905097.0,335044.0,3.5,0,1,1,27.0
2.0,1.0,29258.0,0.0,36.6,227.6000061,8102035.0,31991.0,2016508.0,6085530.0,330.9,1,0,1,26.0
2.0,1.0,37500.0,0.0,80.0,40.79999924,1679501.0,39695.0,1091091.0,588410.0,35.4,1,0,1,91.0
3.0,1.0,17006.0,11386.0,57.4,41.40000153,1152607.0,21642.0,1152607.0,335044.0,4.4,0,0,1,32.0
3.0,1.0,36264.0,2923.0,77.4,27.5,1024481.0,29105.0,1024481.0,359206.0,3.9,0,0,1,39.0
3.0,1.0,23983.0,0.0,60.0,63.0,1549578.0,23983.0,581936.0,967640.0,53.6,1,1,1,92.0
1.0,1.0,24100.0,0.0,37.6,37.20000076,988153.0,9652.0,337036.0,651120.0,35.9,1,0,1,42.0
1.0,1.0,23772.0,0.0,93.0,20.70000076,986428.0,47653.0,986428.0,323574.0,3.8,1,0,1,51.0
3.0,1.0,24371.0,0.0,56.0,31.39999962,770883.0,24371.0,770883.0,0.0,3.0,0,0,1,43.0
2.0,3.0,31343.0,0.0,52.6,66.260000992,2285960.2,51515.0,1793251.0,399584.0,6.9,1,1,1,18.0
4.0,1.0,34142.0,0.0,95.0,19.89999962,707894.0,34142.0,707894.0,359896.0,2.7,0,0,1,42.0
5.0,1.0,32512.0,415.0,95.0,34.40000153,1153674.0,32512.0,563820.0,589850.0,33.5,1,0,1,27.0
27.0,1.0,117069.0,0.0,68.0,28.5,5138825.0,164210.0,5138823.0,1102102.0,19.7,2,1,1,43.0
6.0,1.0,30713.0,0.0,86.0,22.660000228000005,689798.6,26634.0,569584.0,305261.8,2.2,1,1,1,26.0
6.0,1.0,125774.0,0.0,66.2,42.79999924,4281306.0,79586.0,2633593.0,1647710.0,97.6,1,1,1,19.0
3.0,1.0,33062.0,22850.0,51.4,64.0,2106166.0,24052.0,2106166.0,359206.0,8.1,1,1,1,26.0
2.0,1.0,20294.0,0.0,51.0,66.90000153,1522796.0,22000.0,434455.0,1088340.0,59.5,1,0,1,65.0
4.0,1.0,29722.0,10849.0,73.0,39.5,1007297.0,24008.0,1007297.0,359206.0,3.9,1,0,1,39.0
4.0,1.0,26048.0,15659.0,83.0,31.10000038,1376758.0,41707.0,1362394.0,14360.0,6.0,1,0,1,39.0
2.0,1.0,57644.0,0.0,85.0,8.100000381,475558.0,23588.0,0.0,475560.0,25.3,1,0,1,62.0
2.0,1.0,39497.0,0.0,17.0,42.70000076,1748144.0,25547.0,1336874.0,411270.0,27.0,1,0,1,67.0
3.0,1.0,69881.0,0.0,93.0,22.79999924,1611925.0,69881.0,1305084.0,306840.0,21.3,0,0,1,21.0
5.0,1.0,31756.0,16876.0,100.0,23.79999924,773132.0,31756.0,773132.0,24162.0,3.0,1,0,1,31.0
3.0,1.0,21094.0,0.0,70.0,32.09999847,700566.0,21094.0,700566.0,0.0,2.7,0,0,1,59.0
7.0,1.0,22694.0,6105.0,99.0,25.79999924,602244.0,22694.0,602244.0,818.0,2.3,1,0,1,34.0
4.0,1.0,34813.0,0.0,94.0,28.89999962,837041.0,27892.0,837041.0,359206.0,3.2,0,1,1,30.0
4.0,1.0,23727.0,0.0,74.0,32.59999847,796707.0,23727.0,796706.0,11470.0,3.1,0,1,1,61.0
4.0,1.0,22992.0,0.0,65.0,30.20000076,716662.0,22992.0,716662.0,0.0,2.7,0,1,1,63.0
3.0,1.0,27852.0,0.0,83.0,31.10000038,905708.0,27852.0,905708.0,359206.0,3.5,0,1,1,64.0
3.0,1.0,24560.0,0.0,41.2,37.979999542,925704.2,20235.0,561452.0,616228.0,2.2,0,1,1,116.0
1.0,1.0,53776.0,0.0,66.4,107.5,7623382.0,68073.0,7056350.0,567030.0,57.2,1,1,2,90.0
3.0,1.0,29970.0,0.0,64.0,43.0,1324478.0,23268.0,673870.0,650610.0,37.1,0,1,1,114.0
2.0,1.0,27574.0,0.0,66.0,40.0,1149167.0,27574.0,1149167.0,359206.0,4.4,1,1,1,40.0
4.0,1.0,227233.0,0.0,92.0,24.0,4937245.0,200050.0,4921486.0,15760.0,19.7,0,1,1,54.0
4.0,1.0,81461.0,42380.0,72.0,33.5,2818244.0,81462.0,2609350.0,208890.0,21.1,0,1,1,36.0
3.0,1.0,24288.0,0.0,78.0,26.89999962,671620.0,24288.0,671620.0,53388.0,2.6,0,0,1,45.0
3.0,7.0,97301.0,15123.0,74.0,35.29999924,2970484.0,82706.0,2970483.0,745414.0,11.4,0,0,1,35.0
5.0,1.0,33435.0,10226.0,100.0,33.20000076,2353780.0,70899.0,1615568.0,738210.0,45.4,1,0,1,24.0
4.0,1.0,94711.0,0.0,92.0,41.5,4048206.0,94711.0,2807989.0,1240220.0,76.6,0,0,1,30.0
4.0,1.0,41685.0,15311.0,62.0,34.09999847,1483160.0,41685.0,1483160.0,359206.0,5.7,0,0,1,36.0
3.0,1.0,79014.0,0.0,96.0,22.20000076,1849678.0,81722.0,1849678.0,0.0,7.1,0,0,1,59.0
5.0,1.0,21620.0,0.0,75.0,80.19999695,1986586.0,24400.0,753951.0,1232630.0,68.4,1,0,1,30.0
3.0,1.0,48798.0,27307.0,66.0,55.59999847,2635153.0,47255.0,2635153.0,367648.0,10.1,1,1,1,35.0
3.0,3.0,21422.0,0.0,79.0,30.29999924,665003.0,21422.0,665003.0,0.0,2.6,0,0,1,33.0
3.0,1.0,20384.0,0.0,100.0,24.5,508271.0,20384.0,171727.0,336540.0,18.5,0,1,1,94.0
3.0,1.0,20383.0,0.0,74.4,23.29999924,479782.0,20383.0,479782.0,0.0,1.8,0,1,1,45.0
3.0,1.0,24288.0,0.0,85.0,24.70000076,621961.0,24288.0,621961.0,0.0,2.4,0,0,1,46.0
3.0,1.0,24552.0,0.0,79.0,25.79999924,651424.0,24552.0,651424.0,11470.0,2.5,0,0,1,43.0
7.0,1.0,88340.0,0.0,80.0,38.59999847,3501402.0,88340.0,2709946.0,791460.0,52.4,1,0,1,52.0
3.0,1.0,28841.0,0.0,33.8,34.000000764,992665.6,28823.4,686800.6,305866.0,19.0,1,0,1,34.0
8.0,1.0,124904.0,0.0,20.0,50.79999924,6750074.0,124848.0,5166802.0,1583270.0,103.9,1,0,1,50.0
4.0,3.0,37588.0,7057.0,69.0,34.70000076,1334389.0,37588.0,1334389.0,359206.0,5.1,0,0,1,33.0
3.0,1.0,44104.0,0.0,76.2,27.70000076,1256895.0,21000.0,1256895.0,359206.0,4.8,0,1,1,121.0
4.0,1.0,24711.0,0.0,85.0,23.5,605578.0,24711.0,605579.0,11470.0,2.3,0,0,1,34.0
2.0,1.0,42975.0,0.0,75.0,45.70000076,1104228.0,21405.0,194130.0,910100.0,49.1,1,0,1,98.0
3.0,1.0,21552.0,0.0,84.0,22.5,505799.0,21552.0,505799.0,0.0,1.9,0,1,1,48.0
1.0,1.0,23260.0,0.0,66.6,77.19999695,1942027.0,13075.0,1004968.0,937060.0,53.6,1,0,1,59.0
3.0,1.0,287722.0,10992.0,72.0,32.59999847,4902444.0,142989.0,4822296.0,80150.0,22.8,0,0,1,34.0
2.0,1.0,30659.0,0.0,25.6,91.66000061,4700053.2,47660.0,2406345.0,2329764.8,90.32,1,0,1,34.0
2.0,1.0,27144.0,0.0,28.4,39.48000106799999,1964316.4,23533.6,1235782.6,791554.0,46.98,1,0,1,102.0
1.0,5.0,23166.0,0.0,0.0,38.53999938,892841.6,23166.0,160.0,892752.0,47.42,1,1,1,52.0
1.0,8.0,401194.0,266833.0,28.0,291.5,99064968.0,337599.0,47333311.0,51731650.0,2929.0,2,1,2,56.0
3.0,1.0,29810.0,0.0,67.0,35.90000153,2129306.0,57697.0,2129306.0,359206.0,8.2,0,1,1,23.0
3.0,1.0,24163.0,0.0,81.6,23.5,596178.0,24163.0,596178.0,335044.0,2.3,0,1,1,54.0
2.0,1.0,44719.0,0.0,63.2,37.259999084,1704756.8,44719.0,706756.0,1019854.2,2.7,1,1,0,57.0
3.0,1.0,20368.0,0.0,89.0,27.5,577808.0,20368.0,577808.0,0.0,2.2,0,0,1,50.0
3.0,1.0,22059.0,0.0,31.6,55.20000001,1244728.4,22059.0,331856.0,913470.0,1.3,0,0,1,95.0
1.0,1.0,21603.0,0.0,20.0,371.7999878,8027432.0,21603.0,3059775.0,4967660.0,275.6,1,1,1,57.0
11.0,1.0,65538.0,0.0,56.0,36.40000153,2500688.0,65538.0,2344891.0,155800.0,17.3,2,0,1,59.0
18.0,1.0,125258.0,0.0,67.0,45.40000153,5665052.0,112950.0,3261094.0,2403960.0,140.2,2,1,1,42.0
3.0,1.0,26148.0,0.0,56.8,37.90000153,1045546.0,26148.0,656735.0,388810.0,23.2,0,0,1,22.0
4.0,1.0,24847.0,0.0,51.0,80.019998912,2010313.6,24813.8,499884.0,1510430.0,82.22,0,1,1,34.0
4.0,1.0,26827.0,0.0,81.6,26.70000076,627687.0,22356.0,627687.0,335044.0,2.4,0,0,1,37.0
5.0,2.0,57233.0,6181.0,28.0,49.90000153,2505214.0,47320.0,1601529.0,903690.0,54.1,1,0,1,49.0
6.0,1.0,68400.0,0.0,80.0,48.59999847,1714166.0,34079.0,1156150.0,558020.0,34.1,1,0,1,22.0
4.0,1.0,17840.0,7600.0,84.0,31.10000038,685040.0,21200.0,685040.0,53388.0,2.6,0,1,1,36.0
3.0,1.0,33331.0,0.0,78.4,29.60000038,852818.0,27791.0,852818.0,368728.0,3.3,0,1,1,36.0
3.0,1.0,68815.0,0.0,85.0,23.0,1624755.0,68815.0,1624755.0,0.0,6.2,0,0,1,54.0
6.0,1.0,31027.0,0.0,66.4,33.559999466,1086434.6,31813.2,1030917.6,55517.0,7.08,1,0,1,28.0
3.0,4.0,674282.0,208000.0,24.2,177.1000061,105959304.0,520187.0,42394407.0,63564900.0,3538.5,2,1,1,58.0
1.0,1.0,42900.0,0.0,74.0,12.10000038,522682.0,43050.0,522682.0,347760.0,2.0,1,0,0,43.0
1.0,2.0,57952.0,0.0,55.8,76.90000153,3677310.0,47000.0,1610570.0,2066740.0,115.9,2,0,1,17.0
6.0,1.0,369934.0,65567.0,98.0,25.29999924,9667800.0,338660.0,9667800.0,61438.0,37.1,1,0,1,12.0
4.0,1.0,22472.0,3000.0,50.4,23.039999772,527757.6,13364.4,512966.8,40958.0,4.220000000000001,0,1,1,50.0
4.0,1.0,28918.0,0.0,89.8,24.89999962,745489.0,28918.0,699823.0,45670.0,5.1,0,1,1,44.0
4.0,1.0,43035.0,0.0,81.0,30.89999962,905134.0,28543.0,905134.0,359206.0,3.5,0,1,1,32.0
1.0,1.0,45145.0,0.0,72.6,153.99999923800002,7046309.4,45145.0,3222411.4,3823898.0,215.96,1,1,1,34.0
6.0,1.0,68669.0,0.0,85.0,26.79999924,1914075.0,68669.0,1914075.0,24242.0,7.3,1,1,1,34.0
4.0,1.0,23515.0,16712.0,91.0,38.5,1776384.0,43813.0,886754.0,889630.0,50.6,1,1,1,27.0
5.0,1.0,48237.0,22095.0,87.8,35.140000154,1656110.0,44417.0,1515736.0,454217.0,5.8,1,1,1,21.0
3.0,1.0,24192.0,0.0,79.6,21.10000038,530665.0,24192.0,530665.0,0.0,2.0,0,1,1,30.0
5.0,1.0,44616.0,0.0,90.0,30.70000076,1417475.0,44702.0,1417475.0,362306.0,5.4,1,1,1,57.0
3.0,1.0,135955.0,0.0,92.0,25.39999962,3553738.0,135955.0,3309798.0,243940.0,25.6,0,0,1,44.0
4.0,1.0,66013.0,0.0,58.0,34.70000076,1743045.0,48550.0,1743045.0,0.0,6.7,0,1,1,17.0
5.0,1.0,21822.0,0.0,80.0,30.29999924,683907.0,21822.0,683907.0,53388.0,2.6,1,0,1,62.0
5.0,1.0,27918.0,0.0,61.0,40.90000153,1173180.0,27977.0,765443.0,407740.0,24.6,0,0,1,53.0
4.0,1.0,34590.0,0.0,89.0,21.29999924,766343.0,34590.0,766343.0,359206.0,2.9,0,0,1,44.0
3.0,1.0,37964.0,0.0,25.0,33.40000153,1291335.0,37964.0,1291335.0,359206.0,5.0,0,0,1,22.0
3.0,1.0,22402.0,0.0,58.6,30.620000458,699597.8,21245.6,692172.2,251746.0,3.14,0,1,1,115.0
7.0,1.0,69997.0,27493.0,96.0,38.29999924,2789138.0,69997.0,1688864.0,1100270.0,64.9,1,1,1,14.0
5.0,1.0,30985.0,0.0,96.0,36.09999847,1170407.0,31841.0,1170407.0,359206.0,4.5,1,1,1,111.0
4.0,1.0,71226.0,38648.0,93.0,37.70000076,4203934.0,109874.0,2441751.0,1762180.0,103.0,0,1,1,31.0
4.0,1.0,27951.0,9741.0,77.0,30.60000038,755504.0,23986.0,755504.0,335044.0,2.9,0,0,1,23.0
4.0,1.0,29773.0,1971.0,83.0,23.0,759710.0,31744.0,759710.0,359206.0,2.9,0,0,1,56.0
3.0,1.0,35000.0,0.0,79.0,25.60000038,928220.0,35000.0,928220.0,359206.0,3.6,0,1,1,115.0
1.0,1.0,50546.0,0.0,62.0,48.29999924,2895478.0,57154.0,1056977.0,1838500.0,101.7,1,1,1,51.0
4.0,1.0,36837.0,0.0,100.0,25.29999924,645202.0,23798.0,645202.0,359206.0,2.5,0,0,1,92.0
4.0,1.0,39520.0,0.0,43.8,63.940000534,2282751.2,39520.0,495807.0,1546328.0,1.9,0,0,1,92.0
4.0,1.0,41420.0,0.0,75.6,28.89999962,1244188.0,41420.0,727358.0,516830.0,30.2,0,0,1,93.0
3.0,1.0,20798.0,0.0,64.2,51.359999848,1068519.4,20621.6,290372.2,778148.0,42.5,0,0,1,92.0
4.0,1.0,27035.0,5658.0,11.0,112.0999985,3099650.0,27035.0,330543.0,2769110.0,148.3,0,0,1,92.0
3.0,1.0,23553.0,6258.0,87.0,28.60000038,696084.0,23553.0,696084.0,12160.0,2.7,0,0,1,64.0
5.0,1.0,22606.0,0.0,77.6,28.20000076,659900.0,19531.0,659901.0,0.0,2.5,1,0,1,33.0
3.0,1.0,23381.0,0.0,52.4,17.5,408797.0,23381.0,408797.0,2268.0,1.6,0,1,1,21.0
1.0,1.0,45522.0,0.0,47.0,321.8999939,14752994.0,45522.0,7035394.0,7717600.0,436.9,1,1,1,28.0
2.0,1.0,20088.0,0.0,46.6,17.580000114,363000.0,16227.2,362999.8,243456.0,1.4400000000000002,1,1,1,43.0
4.0,1.0,23820.0,3508.0,44.0,39.0,1098201.0,23466.0,1098201.0,335044.0,4.2,0,0,1,32.0
7.0,1.0,72356.0,0.0,96.0,41.70000076,2688383.0,62989.0,1888923.0,799460.0,49.7,1,0,1,8.0
3.0,1.0,24180.0,0.0,82.0,21.5,541046.0,24180.0,541047.0,0.0,2.1,0,0,1,53.0
4.0,1.0,23932.0,0.0,90.0,22.70000076,563117.0,23932.0,563117.0,652.0,2.2,0,0,1,42.0
1.0,3.0,576750.0,0.0,55.2,5.699999809,3414126.0,522727.0,2899016.0,515110.0,38.5,2,1,1,55.0
